labels,text
surprise, I see it i see it bol RT   lol yeah I totally meant you (see what I dud there? )” lol 
fear,"People think I've changed, just cause my appeal has grown.  gtgtgtgt "
joy,United losing. . RT if the feeling is mutual 
joy,hour car ride 
joy, Do you celebrate an adoption day? We celebrate the day we re-entered the US from Belarus. 
surprise,Oh hey  your giving me a ride tomorrow 
joy,got the jobbbb ) now to study for physics and arch history the rest of the night 
sadness,Sucks when you don't have wifi and you dont have your cell phone and ou can't get on twitter 
joy,Dear 'Santa'. I know what my christmas present is ) ssssshhhh 
joy,I'm writing an apologetic letter to a judge 
surprise, I miss my ice man! And that was a great 
anger," the shah quotAs the rest of the country starves, i'll have some peacock and sorbetquot GHARBZADEGI at its finest. iran "
surprise,"zo omkleden en zo,, even naar een winkel voor een cadootje voor me pa "
joy,Wen tears of joy flood my eyes exse 
joy,having your own personal little mini breakdown 
fear,I ate a burrito the size of my arm earlier and now i am weathering the calm before the storm 
joy,Its been my pleasure to watch the stifle the during the first half of the game. 
surprise,Some days you turn up to a gig to find its a double headliner with another band you like. win 
joy,Six chapter of Economics to study for tomorrow's final 
disgust,When I tweet something stupid as fuck everyone retweets it? 
sadness,  I missed I was so exhausted from that I fell asleep! '( 
surprise,"Gedoucht, en ben echt moe! Gelukkig vandaag geen lang dagje! En als ik thuis kom moet ik ook nog even een gedicht maken! "
surprise,"You're like an Indian summer in the middle of winter. Like a hard candy, with a center. "
fear,I don't need to swear to anything. Punch your mrs and you'll wake up with your dick on your pillow next to bloody scissors. . 
joy,Having fun in the studio. Finally producing again. Just for me - no customer with the final decision. braak 
sadness,I know im sorry RT   you better. . . . . ill try and forgive you not being here for my big . . . . 
joy,Eeeeeeeee more friends got engaged! ! ! Next summer's wedding season calendar will be filling up quickly! 
joy,I love when the kids I'm babysitting make a scene in Chick Fila because they can't have icecream 
sadness, nm just lying on bed sad bout people I can't have lol 
surprise,"Money isn't made out of paper, it's made out of cotton. "
fear,"I Broke Up With Cause I Finally Realized It Was Holding Me Back. I'm In Love With Grace Now, ampIt's Now My Motivation. xATeamJESUS "
joy,Did you bust out some beautiful rose clothing for Gaudete Sunday? 
joy,Off to the pub to meet friends (again-after last night) plus putting the tree up this arvo -D 
sadness,"Asked a kid how old he thought I was, his answer , thank goodness I got my lancome stuffs! "
joy,Murielle Scherre en La fille d'O on stage  
fear,quot You should have the of losing one's softness in the heart and its hardening. quotislam 
joy,hoy ensaladita con pollo! ! ! con las bellas y 
anger,"Hate having a lack of friends, if someone doesn't take me to see  tonight I may go a litle crazy. . . issues "
fear,A lot of people's biggest is death and a lot of others is clowns. . My biggest fear. . . Death by Clowns! There's nothing scarier! 
joy,COMM FINAL GOT MOVED TO THE TH! ! ! ! ! ! ! ! ! ! ! FTOWN HERE I COME A WEEK EARLIER TEARS HAPPINESS 
joy,I'm noticing a pattern. And I don't understand it 
joy,Going home to blasting christmas music tistheseason 
joy,And would be back right in time for th block. -. - 
joy,The Joy of the Lord is my strength nothing on this earth that happens to me can take that from me He is faithful. . . 
joy,"It's me, and one other lady in the office today -_- cant I just work from home? "
joy,Good morning and I'm off to work until tonight. . . 
surprise," amp  Si je vous fais un sneak peak de mon chapeau, vous le gardez pour vous ? Ou vous préférez la ? "
joy,Eye appointment time. 
disgust,Holy shit I just weighed myself for the first time since before college. . I put on pounds in a semester. . Pure in myself 
anger,"Great, Jay is coming out of Daniel. Get ready for a rage. "
fear, Most people the blacksheep and also scared of their shadows! One who lurks in the darkness is a mystery! 
joy, yeah good ta x not really a rush more of a slow burn! ! Start of the finish next week 
sadness,SHIT! ! ! ! ! ! ! ! I ran outta fruity pebbles! Dam ( 
joy,Shopping shopping shopping 
joy,Finished my paper! ! ! Ended up with words total! ) I am happy with it! 
surprise,"Why does my  look so fucked up? ! I was on my channel an hour ago and it was normal. Kinda cool, but totally unexpected. "
joy,keep praying ! LOLOOoo DONT STOP ! praying keeps you in Happy ! happy . dont let that ole devil drag u down UP. PP! 
fear,You know i spend money cause spending time is hopeless 
anger,Haha im so mad at this chick and her weave is all over my laptop  
surprise,but theyre so fucking predictable. . . . Yup there gonna get married in the end. 
disgust,If your a girl and you smoke alot of weed you me 
joy,I enjoy the moments in life when motion-sensored paper towel dispensers work. 
fear,My ex a quadruple hoe! ! Sumbodi need to gne stop playin w/ her Lil scary. . . DA LOUDEST DOG N DA POUND KEEP HIS TAIL TUCKED N HIS ASS! ! 
surprise,Very possible that i will be recieving an Iphone S for christmas after recieving a text message from verizon congratulating me 
joy,is voor       romy omdat de lazy song echt super word/is met hun 
joy,Hopefully not D ! ! ! Rt  My econ. class amp I are going to fail beckleys class miserably. 
anger,Losing people everyday and I'm sick of cryin nd bein sad is the next emotion 
anger,I never got a chance b my fathers child n yet u ask me to kneel? 
joy,      quotall of my days are your hand OH GODquot whheww that song 
fear,"Can't go to bed . . I keep looking at the window hoping that my car won't be robbed , vacation "
joy,Tonight is going to consist of cleaning my whole place before i go home. 
joy,It's official. . . I have dedication amp determination. I've been studying for Chemistry non-stop since pm yesterday. 
joy,"Hate trains just ran for one and missed it by a second, saw it drive away, now half hour wait for the next one oh "
joy,is rocking to R. E. M. Around the Sun while working from his home office today. Sipping coffee and dogs hanging around feet. 
joy,Big Time Rush  there my amp HappyHolidays 
surprise, les francais ne voient plus la France comme un AAA? )   
joy,My motorola has stopped working. Guess I'm using the Blackberry until its fixed. hateatt 
sadness,And my black Friday shift begins. 
sadness,"Realistic bad dreams really suck, especially when about someone close to you. Must resist urge to call them at am. . . "
fear,Heavy night last night last night with  Now drive back home and work tomorrow 
joy,It's midnight! CHRISTMAS MUSIC IS A GO! 
fear,"I like this -))  not afraid of tomorrow, for I have seen yesterday and I love today less "
fear,in thy call you Sister in Peace thy hate U 
joy,"Obsessed with everything  at the moment. In fact, I'm always in love. It doesn't fade. love fashion "
joy,Found out my friend is pregnant -___- 
anger,"I think its jus Gods will that i dont live in new zealand with my fams , cuz God only knows if i was down there . . . jeeeesus christ "
sadness,Eh. . . exam finals time. . . 
sadness,I made a quotHighlanderquot reference last night about how there can be only one black guy at the party. Only ONE person got it. 
joy,"Hello world. Give me a shout, it's a brand new day starting here. happy "
joy,Family work out class. 
joy,Never ending christmas tunes at work. . 
surprise,"RT, follow  and WIN one of the special collector items that we are giving away to our Twitter friends! RT WIN "
sadness,i can't watch KKTNY cause i don't have cable ) 
joy,"No, you're voice wasn't in a rushing wind. It was still, it was small, it was hidden. Oh, you came like a winter snow "
joy," amp  wonderful job, such a refreshing night of worship! Thanks for using your gifts to bring glory to his name! "
joy,"Have my schedule for Aero, waiting for Tillys now. "
joy,Seriously cannot get enough of Matthew and Atlas. Listening to quotTo the Northquot EP on repeat. 
sadness,I wanted Taylor Swift or Katy Perry to be nominated for album of the year. . . . . . . awk 
joy,I love the excitement of opening up a new Apple product for the first time! 
surprise,muahaha. i have a visit to make to some of my friends tomorrow. 
fear,"Is it weird that I have a of typing in the wrong thing when I know I was typing too fast, and sent it w/o checking? "
surprise,I just left my carver senior legacy to two of my girls. . . they gone be happy when they receive it! ! !  
sadness,Harry's life is tragic. His hug bounced like spalding and he was out of coverage area when he reached the house 
surprise," on the other hand, fire and ice was empty till about . pm. "
sadness, I'm at red square in canal its separate shop filled with weirdos who are very sexual and boring I wanna be in wharf☹ 
sadness,Senior year set in yesterday an i never could sleep good 
joy,Bout to start makin sweet potato pies -__- 
sadness,"This house feels so empty without my Scout. Also, missing Dad a lot today. "
joy,Home tonight hate this family right now 
surprise, your right. . . I belong in the kitchen. . Where I have access to knives. . And pans. 
joy,lol RT  That moment when u find another nugget  the bottom of ur bag. . . ) 
joy,Bored as fuck. . . . clarkston is so lucky that they have no skool. 
joy,Going to regret sleeping this late tomorrow morning. . . 
