labels,text
disgust,When I was giving private tutorials to my student he would not concentrate and was lazy. He had not done the home work that I had assigned and his academic level was very low. It was a nuisance. 
guilt,When I was - years old my mother gave me some parts of a chocolate bar and ordered me to bring it to my father working outside. On my way I could not resist the temptation and ate it myself. 
guilt,A girl whom I hadn't seen for a period of time told me that she had been pregnant and had an abortion - I was the father. 
shame,When I went to the library three weeks after it had opened and found that everyone was busy. 
disgust,I saw a physically handicapped young man whose spittle ran out of his mouth while speaking. 
sadness,"Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown. "
disgust,When my fellow classmates were involved in a quarrel. 
shame,"One of my best friends'fiancT broke off the relationship because his feelings for me were stronger than for her. I felt the same for him, but did not really encourage him to leave her or stay with her - still felt shame. "
fear,My best frieend left school recently. The next day the weather turned bad suddenly and the male class-mates turned off the lights. I remained on the table and was scared. 
sadness,Love problems. 
fear,I was scared in the dark when I was a little boy. 
shame,In class I had to say something aloud and people reacted by laughing. 
fear,When I broke my leg I felt fear. 
joy,"When I passed my driving test, as it was the fifth time that I had taken this test. "
shame,"I felt shame at the hurt I caused to my family especially my parent father, shame of hurting people emotionally. A misconceived self-blaming that didn't do me any good. Shame at being myself as I am. "
disgust,"I was disgusted from a quarrel between two married people, in which the children were involved as accusers of one of the parents. "
guilt,Classes were over and I wanted to go home. A friend of mine asked me to wait for half an hour to take him back home. I said no. 
fear,"When I was about six years old, I mistook a cat for a leopard when it entered my room at night. "
shame,After a big fight with my parents. 
shame,"When the teacher asked me a question, I did not know the answer and I just stood still for about a few minutes without saying a word. "
